Zero_Crossings,Spectral_Centroid,Spectral_Rolloff,MFCC,Chroma_Frequency,LPCC,Spectral_Bandwidth,Spectral_Flux,Spectral_Contrast,Energy,Tempo,F0,Intensity,Emotion
19,0.43688489847118783,1603.8717830882354,"[-6.2331655e-09, 0.0, -3.1165828e-09, 0.0, 0.0, -3.1165828e-09, 6.2331655e-09, 2.181608e-08, 0.0, -3.1165828e-09, 0.0, -4.6748743e-09, 1.090804e-08, -1.2466331e-08, 0.0, -1.5582914e-09, 0.0, 0.0, 0.0, -1.2466331e-08]",0.42583135,0.0052057276,2753.578675502666,1.2211972,21.724738388609452,0.009632007,[ 85.27734375  94.27734375 103.27734375 111.77734375],248.02353282380435,0.0002457195,neutral
81,0.36029364011883075,1306.34765625,"[1.2164214e-08, -1.29751605e-08, 0.0, 6.4875803e-09, 0.0, 0.0, -2.5950321e-08, -1.29751605e-08, 1.29751605e-08, 9.73137e-09, 9.73137e-09, -3.2437901e-09, 3.2437901e-09, -3.892548e-08, -1.0136844e-08, 6.4875803e-09, -1.6218952e-08, 0.0, 3.2437901e-09, -8.109476e-09]",0.5614011,0.0059250207,2717.049624646295,1.2545556,20.06165240394523,0.006758485,[ 95.24951172 103.24951172 111.24951172],373.58463069732886,0.00012633974,surprised
74,0.3889746202699706,1509.767702792553,"[1.3527295e-08, -2.705459e-08, -1.1836383e-08, 0.0, -6.7636474e-09, 6.7636474e-09, 3.3818237e-09, -2.0290942e-08, -2.0290942e-08, -6.7636474e-09, 3.3818237e-09, 6.7636474e-09, -2.705459e-08, 2.705459e-08, -1.3527295e-08, 1.3527295e-08, -2.705459e-08, -2.705459e-08, -1.3527295e-08, -1.0145471e-08]",0.55694056,0.0057674046,2773.5544859361694,1.2859362,20.151723527606705,0.0087375175,[33.51200457 54.01200457],391.3031034216684,0.00023968301,happy
93,0.34286921107057455,1860.046328311902,"[0.0, -1.825214e-08, 9.12607e-09, 4.563035e-09, 0.0, -3.4222762e-09, 0.0, 0.0, 9.12607e-09, -9.12607e-09, 9.12607e-09, -1.3689105e-08, -9.12607e-09, 4.563035e-09, -1.3689105e-08, 6.8445525e-09, 9.12607e-09, 9.12607e-09, 0.0, -2.851897e-09]",0.52631825,0.007372773,2501.570493808117,1.4704231,20.456878513718898,0.0030899048,[ 73.5234375  84.0234375  94.0234375 104.0234375 115.0234375 125.5234375],282.8538054502594,2.332633e-05,disgusted
0,0.4056655873885571,2079.172962116745,"[1.7244112e-08, 0.0, -1.0496415e-08, 5.9979515e-09, 0.0, 5.9979515e-09, 2.9989757e-09, 0.0, -2.9989757e-09, 1.1995903e-08, 0.0, -5.9979515e-09, 1.1995903e-08, -2.3991806e-08, 1.1995903e-08, 0.0, 0.0, 5.9979515e-09, -7.49744e-09, -1.1995903e-08]",0.36758032,0.009662252,2175.95539877228,1.4160196,20.528805436146857,0.00989788,[73.0234375 83.5234375 94.5234375],467.6418023190793,0.00026799817,happy
0,0.27368457032141047,2528.071455522017,"[-1.7610462e-08, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3546511e-08, -5.4186042e-09, -5.4186042e-09, 0.0, 1.08372085e-08, 0.0, 8.127906e-09, -5.4186042e-09, 0.0, 0.0, -5.4186042e-09, 0.0, 5.4186042e-09, -8.127906e-09]",0.40119886,0.014149626,2274.7724867429133,1.5202664,20.53545759179529,0.0109945005,[ 80.33300781  92.83300781 104.83300781],417.6728406514346,0.00035347062,fearful
17,0.29474101718996626,1078.5298056231288,"[-2.28425e-08, 2.28425e-08, 0.0, -2.28425e-08, 2.28425e-08, 1.142125e-08, 0.0, -1.9987187e-08, 1.2848905e-08, 8.565937e-09, -5.710625e-09, -1.7131875e-08, -2.28425e-08, -2.28425e-08, -5.710625e-09, -1.142125e-08, 1.142125e-08, 0.0, 4.9967968e-09, 0.0]",0.50846523,0.0050906627,2743.91160747434,1.4818301,20.4660970619161,0.001419051,[69.8515625 86.3515625],255.13696302492593,5.5678756e-06,sad
67,0.3626104249045734,1357.0718364351114,"[-2.1260256e-08, 0.0, -6.454006e-09, 0.0, 6.074359e-09, -6.074359e-09, 0.0, -6.074359e-09, -1.2148718e-08, -1.8223076e-08, 0.0, -9.111538e-09, 9.111538e-09, 0.0, 0.0, 1.2148718e-08, 3.7964742e-10, 0.0, -6.074359e-09, 1.2148718e-08]",0.45902872,0.005080122,2816.855873273189,1.5202897,21.518789294219626,0.0022355262,[62.1796875 74.1796875 88.6796875],360.3290346897596,1.2236827e-05,neutral
0,0.3935254856344035,2127.0498046875,"[-1.5894573e-08, -2.5431316e-08, 1.2715658e-08, 0.0, 1.2715658e-08, 2.5431316e-08, 0.0, 1.9868216e-09, 6.357829e-09, 1.2715658e-08, 1.2715658e-08, 0.0, 0.0, -1.2715658e-08, 3.1789145e-09, 1.2715658e-08, 0.0, 0.0, 0.0, -6.357829e-09]",0.40521863,0.008633203,2229.042021086355,1.4139612,18.469841533898393,0.0078311665,[45.15127841 61.65127841],465.22893013757994,0.00018471784,surprised
40,0.42341718814209583,1685.180194561298,"[-6.495378e-09, -2.4453188e-08, -1.2226594e-08, 0.0, 6.113297e-09, 0.0, 1.2226594e-08, 6.113297e-09, 0.0, 0.0, 6.113297e-09, 1.2226594e-08, 0.0, -6.113297e-09, -1.1462432e-08, 0.0, 0.0, 0.0, 0.0, -2.4453188e-08]",0.48756918,0.006608295,2486.8492193782013,1.3042126,20.90364286354166,0.0067745415,[ 85.27734375  94.27734375 103.27734375],350.03458027907556,0.00015744966,happy
94,0.3945738367875221,1748.5231795400944,"[5.9979515e-09, 2.3991806e-08, 0.0, -2.9989757e-09, 1.1995903e-08, 1.1995903e-08, -5.9979515e-09, -1.1995903e-08, -5.9979515e-09, -1.7993855e-08, -1.124616e-09, -1.1995903e-08, -1.1995903e-08, 1.1995903e-08, 1.1995903e-08, 5.9979515e-09, 0.0, 0.0, -5.9979515e-09, 0.0]",0.56516904,0.0073801666,2663.7635559080827,1.4183835,20.38847722492019,0.004753267,[56.3515625 69.8515625 83.3515625],381.89538098966,6.315167e-05,surprised
0,0.395836070189107,1338.519287109375,"[-6.8119594e-09, -2.7247838e-08, 6.8119594e-09, -7.663455e-09, -1.7029899e-09, -1.3623919e-08, 0.0, -1.3623919e-08, -1.532691e-08, 4.257475e-09, -2.5544848e-09, -3.4059797e-09, 0.0, 1.3623919e-08, 8.51495e-09, -3.4059797e-09, 0.0, -1.3623919e-08, 0.0, 1.3623919e-08]",0.5825888,0.005074527,2666.005766532562,1.3183389,19.943567729896063,0.0030792933,[ 94.74951172 102.74951172 110.74951172],338.9045852835366,2.8539462e-05,happy
0,0.27665705791302725,1476.3250773385066,"[9.600748e-09, 1.2800998e-08, 6.400499e-09, -6.400499e-09, -1.2800998e-08, 0.0, -2.400187e-08, -1.2800998e-08, -8.0006235e-10, -5.6004366e-09, 0.0, 7.200561e-09, 0.0, -3.2002494e-09, 3.2002494e-09, 4.0003116e-09, 1.6001247e-09, 0.0, 0.0, 1.2800998e-08]",0.4719701,0.008064938,2364.7663409201514,1.2790332,19.789065051796626,0.003992747,[115.38401442 121.88401442 128.38401442 134.88401442 141.38401442],341.1103447334859,5.0961105e-05,neutral
89,0.4873423802785056,1757.5820550685976,"[0.0, 0.0, 5.815087e-09, 0.0, 0.0, 1.0539845e-08, -5.815087e-09, -2.9075435e-09, -2.471412e-08, 1.1630174e-08, -5.815087e-09, -1.1630174e-08, -1.1630174e-08, -5.815087e-09, 1.1630174e-08, 0.0, -1.1630174e-08, -1.1630174e-08, -8.722631e-09, -5.815087e-09]",0.5549835,0.009353854,2571.568150101574,1.4313906,20.336959882977812,0.008498813,[ 80.99958882  90.49958882 101.49958882 112.99958882 122.49958882],330.16844743775874,0.00020864475,disgusted
29,0.34204045512227554,1987.4372836358532,"[5.710625e-09, -2.28425e-08, 1.4276561e-08, -2.8553124e-09, -5.710625e-09, 0.0, 1.142125e-08, -2.8553124e-09, 1.142125e-08, 5.710625e-09, 0.0, -1.142125e-08, 1.142125e-08, 1.142125e-08, -2.8553124e-09, 7.1382806e-09, -5.710625e-09, -1.142125e-08, -1.142125e-08, 5.710625e-09]",0.50607425,0.013956775,2577.1483247764304,1.5634296,20.85961756376304,0.010968318,[54.64257812 68.64257812 82.14257812],347.1043513339051,0.00031877693,angry
52,0.4366366098671347,1836.3408627717392,"[-2.9617215e-09, 0.0, 2.9617215e-09, 5.923443e-09, 5.923443e-09, 0.0, 5.923443e-09, -2.9617215e-09, 0.0, -5.923443e-09, -1.777033e-08, 0.0, 0.0, 1.4808608e-09, -1.4808608e-09, 0.0, 0.0, -1.1846886e-08, -1.1846886e-08, 1.1846886e-08]",0.51564485,0.0069394,2641.0941980931348,1.3004966,20.32298971023403,0.003995591,[65.33300781 77.33300781 86.83300781],333.95785866311746,4.5059678e-05,disgusted
47,0.36519432795222,1588.2519854615066,"[1.2631448e-08, 2.5262896e-08, -4.736793e-09, -1.578931e-09, 9.473586e-09, 4.736793e-09, 0.0, -9.473586e-09, 0.0, 3.157862e-09, 9.473586e-09, 1.578931e-09, 0.0, 1.2631448e-08, 2.5262896e-08, -7.4999225e-09, 1.2631448e-08, 6.315724e-09, 6.315724e-09, -1.2631448e-08]",0.45709127,0.0053143054,2671.0760432953243,1.4495944,22.130279455166132,0.0043910583,[ 85.27734375  94.27734375 103.27734375 111.27734375],335.6213331238108,5.2396244e-05,fearful
33,0.3236905829593365,1766.0655416500797,"[0.0, -2.4297435e-08, 6.074359e-09, 0.0, -6.074359e-09, -1.1389423e-08, -1.9741666e-08, 1.2148718e-08, 1.2148718e-08, 0.0, 1.2148718e-08, 0.0, -2.4297435e-08, 1.2148718e-08, -6.074359e-09, 0.0, 2.4297435e-08, 0.0, 0.0, 0.0]",0.4771543,0.010017414,2692.2805640090746,1.5566239,21.031945952093846,0.0023429012,[66.67357337 78.17357337 89.67357337],378.9250645741695,1.3185531e-05,fearful
0,0.3325090845333909,1302.6250424592392,"[2.9617215e-09, 0.0, -1.1846886e-08, 8.885165e-09, 0.0, -8.885165e-09, -5.923443e-09, 2.9617215e-09, 2.9617215e-09, -5.923443e-09, 0.0, -2.9617215e-09, 5.5532277e-09, -1.1846886e-08, 2.9617215e-09, -1.777033e-08, -5.923443e-09, 0.0, 5.923443e-09, 1.1846886e-08]",0.39168724,0.010499564,2051.094068548024,1.4219569,20.641813785766477,0.0029154676,[70.22691761 81.22691761 92.22691761],388.7811294943337,2.2790138e-05,neutral
29,0.3059717843601387,2378.672129019147,"[5.512568e-09, 2.2050273e-08, 0.0, 1.1025136e-08, -5.512568e-09, 0.0, -2.756284e-09, -1.1025136e-08, 1.1025136e-08, 1.37814204e-08, 1.1025136e-08, -1.1025136e-08, -1.6537705e-08, 1.1025136e-08, 0.0, 0.0, 1.1025136e-08, 0.0, 2.2050273e-08, 0.0]",0.44827542,0.008112199,2233.98724873872,1.5485575,21.86456171791348,0.017996589,[48.17716734 64.67716734 80.17716734],282.2033071698335,0.0008026286,angry
0,0.3393941201629426,1830.386736293039,"[1.4276562e-09, 0.0, 0.0, 5.710625e-09, 5.710625e-09, 2.8553124e-09, -1.142125e-08, 0.0, -1.142125e-08, 2.8553124e-09, -1.142125e-08, -2.3913241e-08, -8.565937e-09, -5.710625e-09, 1.142125e-08, 5.710625e-09, 0.0, 1.142125e-08, 1.142125e-08, 0.0]",0.36275598,0.012197517,1967.1327479649008,1.4392835,19.661856109015364,0.0035046495,[67.17357337 78.67357337 89.67357337],417.9973861011633,3.228801e-05,disgusted
91,0.5230981735368161,817.947365419708,"[1.7402815e-08, -1.3922253e-08, 0.0, -6.9611263e-09, 6.9611263e-09, -1.7402816e-09, -6.9611263e-09, -1.3922253e-08, -6.9611263e-09, 0.0, 0.0, 3.0454927e-09, 0.0, 3.4805632e-09, 0.0, 6.9611263e-09, -2.7844505e-08, -1.3922253e-08, 0.0, 0.0]",0.6053295,0.0037919476,2728.2911575218172,1.1393572,19.54187600876807,0.0018986381,[107.28515625 114.28515625 121.28515625 127.78515625],367.34723099214847,1.2275559e-05,neutral
70,0.35239895644686303,1396.1383526141826,"[1.2226594e-08, 2.4453188e-08, 7.641622e-09, -6.113297e-09, 4.584973e-09, -6.113297e-09, 5.349135e-09, 6.113297e-09, 6.113297e-09, -6.113297e-09, 6.113297e-09, 0.0, 0.0, 0.0, 1.5283242e-09, 1.2226594e-08, -1.2226594e-08, 0.0, -1.2226594e-08, -3.4387295e-09]",0.56107974,0.0065631256,2823.9681275012213,1.4048319,20.073975606557628,0.0016746524,[64.33300781 76.33300781 88.33300781],266.70962984092785,6.866921e-06,sad
90,0.30376634670231756,2540.5728853665864,"[1.8339891e-08, 2.4453188e-08, 0.0, -1.2226594e-08, 0.0, -9.169946e-09, 6.113297e-09, -1.2226594e-08, -1.2226594e-08, -6.113297e-09, 9.169946e-09, -6.113297e-09, 3.0566485e-09, -1.2226594e-08, -3.0566485e-09, -9.169946e-09, 2.4453188e-08, 1.2226594e-08, 0.0, -4.8906376e-08]",0.3875536,0.008572545,2266.3751628727537,1.4310936,23.908629625070528,0.005464554,[ 89.49954044  98.49954044 106.99954044 116.99954044],363.1745359975594,7.647508e-05,happy
24,0.5308868440731667,790.7210640285326,"[-2.073205e-08, 0.0, 0.0, 0.0, -3.4553418e-09, 5.6149303e-09, -6.9106836e-09, -6.9106836e-09, -6.9106836e-09, -1.7276709e-09, -1.7276709e-09, 5.1830127e-09, 6.9106836e-09, 7.342601e-09, -1.3821367e-08, 3.4553418e-09, -1.3821367e-08, 6.9106836e-09, 0.0, -3.4553418e-09]",0.5792657,0.0037100583,2701.1960456671004,1.1435518,19.85701704409532,0.0019702588,[107.28515625 114.28515625 121.28515625 128.28515625 134.78515625],389.46195287753557,1.2830623e-05,neutral
0,0.391137370265715,1156.6218678544208,"[1.1630174e-08, 1.1630174e-08, 0.0, 0.0, 0.0, 2.9075435e-09, 2.3260348e-08, 0.0, -2.3260348e-08, 8.722631e-09, -1.7445261e-08, -9.449517e-09, 1.1630174e-08, 0.0, 0.0, -3.4890522e-08, 0.0, -1.1630174e-08, 2.3260348e-08, 2.3260348e-08]",0.3812276,0.004514461,2145.947362424674,1.0692148,20.6756872211763,0.0014543622,[86.22691761 97.22691761],476.8622947957706,1.0398718e-05,fearful
92,0.531319218275031,1350.1177619485295,"[-1.6751633e-08, -1.2466331e-08, -3.1165828e-09, -6.2331655e-09, 1.2466331e-08, -1.9478642e-10, -1.2466331e-08, -1.8699497e-08, 0.0, -9.3497485e-09, 6.2331655e-09, 0.0, 4.6748743e-09, 0.0, -1.2466331e-08, 7.012311e-09, -1.090804e-08, -1.2466331e-08, 0.0, -3.1165828e-09]",0.55661976,0.0062200557,2588.650175083179,1.202303,19.886893395260955,0.0033345784,[59.19200721 72.19200721 85.69200721],361.86545948621085,3.509814e-05,surprised
26,0.3370119540091443,2357.5101630632266,"[-1.8713086e-08, -2.2178472e-08, -1.1089236e-08, -2.2178472e-08, 1.1089236e-08, -1.6633855e-08, -1.1089236e-08, -1.1089236e-08, 5.544618e-09, 1.1089236e-08, -1.1089236e-08, -1.1089236e-08, -6.930773e-09, -5.544618e-09, 0.0, 4.158464e-09, 0.0, -2.772309e-09, 5.544618e-09, 2.772309e-09]",0.4057623,0.0039096246,2497.0388454391273,1.4383895,22.277570219685874,0.00870999,[101.1328125 108.6328125 117.6328125 126.6328125 134.6328125],324.5239303589289,0.00023013515,fearful
63,0.5100335912165465,365.3008643617021,"[1.690912e-08, -1.3527295e-08, 1.3527295e-08, 0.0, 1.0145471e-08, 1.6909119e-09, 0.0, -8.45456e-09, 6.7636474e-09, 0.0, 6.7636474e-09, 0.0, 0.0, 0.0, 1.6909119e-09, 0.0, -6.7636474e-09, 1.0145471e-08, 3.3818237e-09, 0.0]",0.58237755,0.0031223511,2775.400529154395,1.4813508,18.82755937185337,0.00035833093,[48.17716734 63.67716734],371.5954866138221,4.2278074e-07,sad
0,0.28000772373502086,1543.06640625,"[-5.271159e-09, 5.1900642e-08, -3.2437901e-09, -6.4875803e-09, 0.0, -1.29751605e-08, 0.0, 0.0, 6.4875803e-09, -9.73137e-09, 9.73137e-09, -1.29751605e-08, -1.29751605e-08, 1.29751605e-08, -1.946274e-08, -6.4875803e-09, -1.29751605e-08, -6.4875803e-09, 9.73137e-09, -1.29751605e-08]",0.52715737,0.0039594644,2677.503073647647,1.2144942,19.081955600303075,0.005764443,[56.3515625 69.8515625 83.3515625],419.61990702981075,9.40934e-05,happy
94,0.2718905872460175,1354.9138849431818,"[-2.4770761e-08, 4.9541523e-08, -3.0963452e-09, -6.1926904e-09, 1.2385381e-08, 6.1926904e-09, -1.857807e-08, -6.1926904e-09, 0.0, -4.6445177e-09, -1.5481726e-09, 0.0, -1.2385381e-08, -1.2385381e-08, 9.676079e-09, 0.0, 1.2385381e-08, 1.08372085e-08, 0.0, -1.857807e-08]",0.55520666,0.0055864486,2502.1779795549573,1.4558103,19.941367391357165,0.0024445103,[77.09960938 87.09960938 97.09960938],327.86801608089434,1.3162204e-05,sad
85,0.24005329382995794,1459.7657866825332,"[2.5262896e-08, -2.5262896e-08, 0.0, -6.315724e-09, 0.0, -1.2631448e-08, -3.157862e-09, -1.2631448e-08, -1.2631448e-08, -4.736793e-09, 2.5262896e-08, 1.2631448e-08, 6.315724e-09, -1.2631448e-08, -1.2631448e-08, -1.2631448e-08, -1.578931e-09, -6.315724e-09, 7.1051893e-09, -1.2631448e-08]",0.5357499,0.00538828,2792.826893070665,1.3192751,20.651000224641173,0.0025173004,[ 81.99958882  91.49958882 100.99958882 111.99958882],280.86787977573243,1.6921396e-05,neutral
23,0.3781088100008672,1570.84716796875,"[1.7881394e-08, -2.3841858e-08, 0.0, 0.0, 0.0, 5.9604646e-09, 0.0, 0.0, -5.9604646e-09, -5.2154063e-09, 2.9802323e-09, 7.4505807e-10, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1920929e-08, -5.9604646e-09, 2.3841858e-08]",0.50537014,0.0072987475,2453.8556366237863,1.4402033,21.30640385498041,0.007778774,"[107.78515625 114.78515625 121.78515625 129.28515625 136.28515625
 143.28515625]",308.1036677326335,0.00020638782,angry
88,0.5127218333294337,1512.444001311189,"[-3.3345255e-09, -1.3338102e-08, 3.3345255e-09, 3.3345255e-09, -2.0007153e-08, -3.3345255e-09, -1.3338102e-08, 2.0007153e-08, 1.3338102e-08, -3.001073e-08, 1.6672628e-08, 4.0014307e-08, -5.0017883e-09, -6.669051e-09, 6.669051e-09, -6.669051e-09, -6.669051e-09, 1.0003577e-08, 2.6676204e-08, -6.669051e-09]",0.5623664,0.006341011,2734.435503012313,1.2780252,19.20138144993073,0.013065429,[52.55145474 67.05145474],426.18012991842437,0.0005847041,angry
93,0.4807412699655183,1639.8792613636363,"[2.0513287e-08, 0.0, 6.1926904e-09, -1.1611294e-09, 0.0, -1.2385381e-08, -1.2385381e-08, 6.1926904e-09, -6.1926904e-09, -1.3933553e-08, -6.1926904e-09, 0.0, 0.0, 0.0, -6.1926904e-09, 0.0, -6.1926904e-09, -6.1926904e-09, 1.2385381e-08, 0.0]",0.53720695,0.010937517,2644.7394633545227,1.5009993,19.476328714937,0.0037430255,[ 76.59960938  86.59960938  96.09960938 104.09960938 112.59960938],344.8306883067583,4.172802e-05,disgusted
32,0.3159478884006792,1767.2707950367646,"[-1.5582915e-08, 0.0, -6.2331655e-09, -3.1165828e-09, -4.6748743e-09, 1.2466331e-08, -6.2331655e-09, 1.2466331e-08, 6.2331655e-09, -9.3497485e-09, 1.2466331e-08, 0.0, 0.0, -4.6748743e-09, 3.1165828e-09, 0.0, -1.2466331e-08, 1.2466331e-08, 1.2466331e-08, 0.0]",0.49856862,0.0065553375,2466.5043490519733,1.3823867,19.15530958619306,0.006685673,[ 89.99954044  98.49954044 106.99954044 116.49954044],431.18443298266874,0.00013124158,happy
46,0.35178020170852103,1514.501953125,"[-1.1462432e-08, 0.0, -1.5283242e-09, 1.2226594e-08, -2.4453188e-08, 1.2226594e-08, 0.0, -4.584973e-09, 6.113297e-09, 1.2226594e-08, -6.113297e-09, 0.0, 0.0, 0.0, -6.972979e-09, 0.0, 9.169946e-09, 0.0, 1.8339891e-08, 0.0]",0.48581964,0.009299668,2683.976960159089,1.4226617,21.45787020360404,0.0028866571,[ 86.77734375  94.27734375 103.27734375 111.77734375],361.8696503333387,2.1807677e-05,sad
0,0.36531022414760295,1436.7584034136146,"[0.0, 0.0, 1.2148718e-08, 6.074359e-09, 0.0, 6.074359e-09, -7.5929485e-09, 4.555769e-09, 1.1389423e-08, 1.8982371e-09, -6.074359e-08, -1.2148718e-08, 6.074359e-09, -2.4297435e-08, 2.4297435e-08, -6.074359e-09, -6.074359e-09, -6.074359e-09, -3.0371794e-09, -6.074359e-09]",0.4316394,0.009575892,2167.8894516405135,1.2398714,20.259113422457933,0.0023510337,[69.72691761 80.72691761 91.72691761],420.1974000370182,1.5910673e-05,neutral
0,0.39821709067771693,1973.0738499781469,"[1.3338102e-08, -2.6676204e-08, 0.0, 0.0, -6.669051e-09, 1.3338102e-08, -3.3345255e-09, 1.6672628e-09, -2.6676204e-08, -6.669051e-09, 0.0, -6.669051e-09, -7.502683e-09, 1.3338102e-08, 6.669051e-09, -6.669051e-09, 0.0, 0.0, 0.0, -1.3338102e-08]",0.5363721,0.0050778394,2667.7535655080615,1.4324837,20.751884404693563,0.006710751,[59.8515625 73.3515625],331.38070710978167,0.00012177411,fearful
37,0.47478878995777707,1290.48486328125,"[-2.5431316e-08, 1.2715658e-08, 0.0, 0.0, -6.357829e-09, 9.536743e-09, 6.357829e-09, -1.5894572e-09, -2.5431316e-08, -6.357829e-09, 0.0, 0.0, 0.0, -1.2715658e-08, 0.0, 1.2715658e-08, 1.2715658e-08, 0.0, 1.2715658e-08, 1.1920929e-08]",0.5676039,0.0039601666,2581.1256157600506,1.2573613,20.42203538659915,0.0042630234,[ 84.77734375  93.77734375 102.77734375 110.77734375],365.6231279828629,5.139986e-05,happy
0,0.3273649905039948,2261.5337824417375,"[1.0775981e-08, -1.0775981e-08, -1.6163971e-08, -2.6939952e-09, 1.3469976e-08, -1.3469976e-08, 0.0, 5.3879905e-09, -5.3879905e-09, 5.3879905e-09, -1.7510969e-08, -2.6939952e-09, 5.3879905e-09, 0.0, 1.0775981e-08, -5.3879905e-09, -1.0775981e-08, 0.0, -2.1551962e-08, 1.0775981e-08]",0.33375344,0.017827565,1993.373958386282,1.4151725,22.00902877440249,0.014388265,[ 76.59960938  86.59960938  95.59960938 104.59960938 113.59960938],400.35100058210134,0.00065121794,angry
67,0.36748829165017294,1232.0558195660828,"[0.0, 4.859487e-08, -1.2148718e-08, 6.074359e-09, -6.074359e-09, 6.074359e-09, -3.0371794e-09, 0.0, 0.0, -1.2148718e-08, -8.636979e-09, -6.074359e-09, 1.3667307e-08, 6.074359e-09, 0.0, 0.0, 6.074359e-09, -9.111538e-09, 2.0880608e-09, 4.555769e-09]",0.47988263,0.0046131494,2483.894506367657,1.4013064,21.54040711502282,0.0030790768,[75.09960938 85.09960938 95.09960938],324.21379502454346,2.0755913e-05,happy
64,0.4198288769169974,1697.1775220788043,"[-2.9617215e-09, 0.0, 1.0366025e-08, 5.923443e-09, -4.62769e-10, -4.4425823e-09, 0.0, -5.923443e-09, -8.885165e-09, -5.923443e-09, 1.1846886e-08, 0.0, 2.3693772e-08, 5.923443e-09, 3.3319367e-09, -2.3693772e-08, -1.1846886e-08, 0.0, -5.923443e-09, -2.3693772e-08]",0.44348055,0.005692746,2606.6202000123776,1.4855498,21.98436856508539,0.0064942674,[62.1796875 74.6796875 85.1796875 96.1796875],297.3285981471037,0.00011066682,happy
15,0.3804510996442298,1484.7816467285156,"[6.7055224e-09, 0.0, 0.0, -1.4901161e-09, -3.7252903e-09, -5.9604646e-09, 0.0, -1.1920929e-08, 5.9604646e-09, -5.9604646e-09, -1.1920929e-08, 1.1920929e-08, -4.4703485e-09, 1.0430813e-08, 0.0, 0.0, -6.7055224e-09, -5.9604646e-09, 1.1920929e-08, 1.1920929e-08]",0.5602627,0.0070811384,2664.1227802333815,1.4345905,20.218116444925403,0.004523965,"[101.6328125 109.1328125 116.6328125 124.6328125 132.6328125 140.1328125
 147.6328125 154.6328125]",202.9043645312592,7.928159e-05,angry
0,0.36247543922765413,1808.28662109375,"[2.6226044e-08, 2.5431316e-08, 6.357829e-09, 6.357829e-09, -6.357829e-09, -2.78155e-09, -6.357829e-09, -6.357829e-09, -2.5431316e-08, 5.165736e-09, -6.357829e-09, 0.0, -1.2715658e-08, -1.2715658e-08, -1.9868216e-09, 6.357829e-09, 6.357829e-09, -1.2715658e-08, 0.0, 6.7551933e-09]",0.558565,0.0056722746,2924.4031139611993,1.3264233,20.151282698734814,0.0032621757,[47.33318015],272.20021099630986,2.7127948e-05,fearful
0,0.3839638315474511,2077.4191151494565,"[2.073205e-08, -2.3693772e-08, -1.1846886e-08, 1.1846886e-08, 1.3327747e-08, -2.9617215e-09, 1.1846886e-08, 0.0, 0.0, -2.9617215e-09, 2.9617215e-09, -2.9617215e-09, 5.923443e-09, 1.1846886e-08, 0.0, 0.0, 7.404304e-09, -1.9251189e-08, -5.923443e-09, 1.4808608e-09]",0.37865934,0.016156876,2166.3087142387026,1.3115551,21.290025277615854,0.016188944,[ 95.24951172 103.24951172],420.66598999400384,0.0008068864,angry
30,0.3294237913775409,2279.730592291039,"[-1.7235077e-08, 0.0, 0.0, 0.0, 0.0, -2.5852618e-08, -5.745026e-09, 1.1490052e-08, 1.1490052e-08, -5.745026e-09, -5.745026e-09, -1.0053795e-08, 0.0, 5.745026e-09, 1.1490052e-08, -3.5906413e-09, 0.0, -1.1490052e-08, -2.872513e-09, -7.1812827e-09]",0.4208716,0.0074270354,2541.5192786510374,1.5929941,21.949124244866738,0.007805806,[52.05145474 66.55145474 81.05145474],280.4792036684826,0.00015939197,neutral
15,0.333309951157738,2274.26513671875,"[1.8543668e-08, 0.0, -1.05963815e-08, 1.05963815e-08, -3.973643e-09, -6.6227384e-09, -1.3245477e-09, 0.0, 2.3841858e-08, 0.0, 5.2981908e-09, -1.05963815e-08, 1.05963815e-08, 2.1192763e-08, -5.2981908e-09, -3.973643e-09, -2.6490953e-08, -1.05963815e-08, 7.947286e-09, 2.1192763e-08]",0.4628494,0.0052613593,2483.412608243937,1.4395307,20.852249457175493,0.00693653,[56.8515625 70.3515625 83.8515625 97.8515625],362.71048449851605,0.00013038414,angry
0,0.4523854586129142,2130.9759270654968,"[1.3064032e-08, 0.0, 0.0, -1.3064032e-08, 0.0, 1.3064032e-08, 9.798024e-09, -1.3064032e-08, 2.6128063e-08, 6.532016e-09, 0.0, 0.0, -1.3064032e-08, 0.0, 0.0, 0.0, -6.532016e-09, 6.532016e-09, -1.3064032e-08, 0.0]",0.5350849,0.010060272,2719.6289442110437,1.372078,19.805247372171134,0.007518982,[ 89.49954044  97.99954044 106.49954044],328.4575370281243,0.00015709027,surprised
17,0.4368738255287017,1545.00732421875,"[2.4770761e-08, 2.4770761e-08, 0.0, 9.289035e-09, -1.5481726e-09, -6.1926904e-09, 1.2385381e-08, 0.0, 0.0, 1.47076396e-08, -1.2385381e-08, 0.0, 0.0, -6.1926904e-09, 0.0, -6.1926904e-09, 0.0, -1.2385381e-08, -1.2385381e-08, 1.2385381e-08]",0.45387518,0.0070278174,2388.040326950421,1.2760234,20.109591547677027,0.0032113688,[133.66601562 140.16601562 146.16601562 152.16601562 158.16601562],413.77702761233036,3.0471514e-05,sad
